city,date,n,no_killed,no_injured
Boston,2020-03-29,4,,
Boston,2020-03-30,8,,
Boston,2020-03-31,3,,
Boston,2020-04-01,2,,
Boston,2020-04-02,6,,
Boston,2020-04-03,4,,
Boston,2020-04-04,7,,
Boston,2020-04-05,7,,
Boston,2020-04-06,3,,
Boston,2020-04-07,5,,
Boston,2020-04-08,7,,
Boston,2020-04-09,6,,
Boston,2020-04-10,7,,
Boston,2020-04-11,2,,
Boston,2020-04-12,4,,
Boston,2020-04-13,4,,
Boston,2020-04-14,6,,
Boston,2020-04-15,5,,
Boston,2020-04-16,1,,
Boston,2020-04-17,5,,
Boston,2020-04-18,4,,
Boston,2020-04-19,7,,
Boston,2020-04-20,3,,
Boston,2020-04-21,4,,
Boston,2020-04-22,3,,
Boston,2020-04-23,3,,
Boston,2020-04-24,8,,
Boston,2020-04-25,11,,
Boston,2020-04-26,8,,
Boston,2020-04-27,6,,
Boston,2020-04-28,5,,
Boston,2020-04-29,6,,
Boston,2020-04-30,4,,
Boston,2020-05-01,5,,
Boston,2020-05-02,9,,
Boston,2020-05-03,8,,
Boston,2020-05-04,12,,
Boston,2020-05-05,2,,
Boston,2020-05-06,7,,
Boston,2020-05-07,4,,
Boston,2020-05-08,11,,
Boston,2020-05-09,4,,
Boston,2020-05-10,8,,
Boston,2020-05-11,2,,
Boston,2020-05-12,3,,
Boston,2020-05-13,10,,
Boston,2020-05-14,8,,
Boston,2020-05-15,1,,
Boston,2020-05-16,9,,
Boston,2020-05-17,6,,
Boston,2020-05-18,9,,
Boston,2020-05-19,6,,
Boston,2020-05-20,8,,
Boston,2020-05-21,10,,
Boston,2020-05-22,7,,
Boston,2020-05-23,9,,
Boston,2020-05-24,10,,
Boston,2020-05-25,6,,
Boston,2020-05-26,12,,
Boston,2020-05-27,11,,
Boston,2020-05-28,6,,
Boston,2020-05-29,6,,
Boston,2020-05-30,9,,
Boston,2020-05-31,9,,
"Washington, D.C.",2014-01-01,33,0,
"Washington, D.C.",2014-01-02,28,0,
"Washington, D.C.",2014-01-03,31,0,
"Washington, D.C.",2014-01-04,38,0,
"Washington, D.C.",2014-01-05,27,0,
"Washington, D.C.",2014-01-06,36,0,
"Washington, D.C.",2014-01-07,49,1,
"Washington, D.C.",2014-01-08,52,0,
"Washington, D.C.",2014-01-09,58,0,
"Washington, D.C.",2014-01-10,71,0,
"Washington, D.C.",2014-01-11,60,0,
"Washington, D.C.",2014-01-12,45,0,
"Washington, D.C.",2014-01-13,48,0,
"Washington, D.C.",2014-01-14,50,0,
"Washington, D.C.",2014-01-15,47,0,
"Washington, D.C.",2014-01-16,52,0,
"Washington, D.C.",2014-01-17,53,1,
"Washington, D.C.",2014-01-18,41,0,
"Washington, D.C.",2014-01-19,38,0,
"Washington, D.C.",2014-01-20,34,0,
"Washington, D.C.",2014-01-21,49,0,
"Washington, D.C.",2014-01-22,39,0,
"Washington, D.C.",2014-01-23,51,0,
"Washington, D.C.",2014-01-24,51,0,
"Washington, D.C.",2014-01-25,45,0,
"Washington, D.C.",2014-01-26,34,0,
"Washington, D.C.",2014-01-27,31,0,
"Washington, D.C.",2014-01-28,43,0,
"Washington, D.C.",2014-01-29,51,0,
"Washington, D.C.",2014-01-30,48,0,
"Washington, D.C.",2014-01-31,45,0,
"Washington, D.C.",2014-02-01,51,0,
"Washington, D.C.",2014-02-02,43,0,
"Washington, D.C.",2014-02-03,47,0,
"Washington, D.C.",2014-02-04,51,0,
"Washington, D.C.",2014-02-05,30,0,
"Washington, D.C.",2014-02-06,51,0,
"Washington, D.C.",2014-02-07,53,0,
"Washington, D.C.",2014-02-08,48,1,
"Washington, D.C.",2014-02-09,27,0,
"Washington, D.C.",2014-02-10,52,0,
"Washington, D.C.",2014-02-11,39,0,
"Washington, D.C.",2014-02-12,53,0,
"Washington, D.C.",2014-02-13,26,0,
"Washington, D.C.",2014-02-14,42,0,
"Washington, D.C.",2014-02-15,39,0,
"Washington, D.C.",2014-02-16,30,0,
"Washington, D.C.",2014-02-17,25,0,
"Washington, D.C.",2014-02-18,55,0,
"Washington, D.C.",2014-02-19,55,0,
"Washington, D.C.",2014-02-20,56,0,
"Washington, D.C.",2014-02-21,49,0,
"Washington, D.C.",2014-02-22,65,0,
"Washington, D.C.",2014-02-23,33,0,
"Washington, D.C.",2014-02-24,51,0,
"Washington, D.C.",2014-02-25,65,0,
"Washington, D.C.",2014-02-26,56,0,
"Washington, D.C.",2014-02-27,51,0,
"Washington, D.C.",2014-02-28,62,0,
"Washington, D.C.",2014-03-01,49,0,
"Washington, D.C.",2014-03-02,47,1,
"Washington, D.C.",2014-03-03,30,0,
"Washington, D.C.",2014-03-04,59,0,
"Washington, D.C.",2014-03-05,51,1,
"Washington, D.C.",2014-03-06,47,0,
"Washington, D.C.",2014-03-07,62,1,
"Washington, D.C.",2014-03-08,53,0,
"Washington, D.C.",2014-03-09,44,0,
"Washington, D.C.",2014-03-10,39,1,
"Washington, D.C.",2014-03-11,52,0,
"Washington, D.C.",2014-03-12,44,0,
"Washington, D.C.",2014-03-13,49,0,
"Washington, D.C.",2014-03-14,56,1,
"Washington, D.C.",2014-03-15,56,0,
"Washington, D.C.",2014-03-16,38,0,
"Washington, D.C.",2014-03-17,25,1,
"Washington, D.C.",2014-03-18,49,1,
"Washington, D.C.",2014-03-19,49,0,
"Washington, D.C.",2014-03-20,54,0,
"Washington, D.C.",2014-03-21,54,0,
"Washington, D.C.",2014-03-22,50,2,
"Washington, D.C.",2014-03-23,52,0,
"Washington, D.C.",2014-03-24,47,1,
"Washington, D.C.",2014-03-25,39,0,
"Washington, D.C.",2014-03-26,43,0,
"Washington, D.C.",2014-03-27,51,0,
"Washington, D.C.",2014-03-28,65,1,
"Washington, D.C.",2014-03-29,65,0,
"Washington, D.C.",2014-03-30,56,0,
"Washington, D.C.",2014-03-31,73,0,
"Washington, D.C.",2014-04-01,53,0,
"Washington, D.C.",2014-04-02,49,0,
"Washington, D.C.",2014-04-03,50,0,
"Washington, D.C.",2014-04-04,62,0,
"Washington, D.C.",2014-04-05,59,0,
"Washington, D.C.",2014-04-06,52,1,
"Washington, D.C.",2014-04-07,63,2,
"Washington, D.C.",2014-04-08,50,0,
"Washington, D.C.",2014-04-09,51,0,
"Washington, D.C.",2014-04-10,65,1,
"Washington, D.C.",2014-04-11,76,0,
"Washington, D.C.",2014-04-12,61,0,
"Washington, D.C.",2014-04-13,38,0,
"Washington, D.C.",2014-04-14,46,0,
"Washington, D.C.",2014-04-15,56,1,
"Washington, D.C.",2014-04-16,49,0,
"Washington, D.C.",2014-04-17,46,0,
"Washington, D.C.",2014-04-18,65,1,
"Washington, D.C.",2014-04-19,59,0,
"Washington, D.C.",2014-04-20,45,0,
"Washington, D.C.",2014-04-21,55,0,
"Washington, D.C.",2014-04-22,43,0,
"Washington, D.C.",2014-04-23,47,0,
"Washington, D.C.",2014-04-24,61,0,
"Washington, D.C.",2014-04-25,76,0,
"Washington, D.C.",2014-04-26,53,0,
"Washington, D.C.",2014-04-27,41,0,
"Washington, D.C.",2014-04-28,50,0,
"Washington, D.C.",2014-04-29,61,0,
"Washington, D.C.",2014-04-30,67,0,
"Washington, D.C.",2014-05-01,70,0,
"Washington, D.C.",2014-05-02,55,0,
"Washington, D.C.",2014-05-03,57,0,
"Washington, D.C.",2014-05-04,37,0,
"Washington, D.C.",2014-05-05,61,0,
"Washington, D.C.",2014-05-06,54,0,
"Washington, D.C.",2014-05-07,65,0,
"Washington, D.C.",2014-05-08,69,0,
"Washington, D.C.",2014-05-09,76,1,
"Washington, D.C.",2014-05-10,72,0,
"Washington, D.C.",2014-05-11,44,0,
"Washington, D.C.",2014-05-12,58,0,
"Washington, D.C.",2014-05-13,54,0,
"Washington, D.C.",2014-05-14,55,0,
"Washington, D.C.",2014-05-15,68,0,
"Washington, D.C.",2014-05-16,74,0,
"Washington, D.C.",2014-05-17,50,1,
"Washington, D.C.",2014-05-18,47,1,
"Washington, D.C.",2014-05-19,52,0,
"Washington, D.C.",2014-05-20,57,0,
"Washington, D.C.",2014-05-21,58,0,
"Washington, D.C.",2014-05-22,53,1,
"Washington, D.C.",2014-05-23,68,0,
"Washington, D.C.",2014-05-24,53,0,
"Washington, D.C.",2014-05-25,51,0,
"Washington, D.C.",2014-05-26,29,0,
"Washington, D.C.",2014-05-27,69,0,
"Washington, D.C.",2014-05-28,52,0,
"Washington, D.C.",2014-05-29,69,0,
"Washington, D.C.",2014-05-30,69,0,
"Washington, D.C.",2014-05-31,43,0,
"Washington, D.C.",2014-06-01,49,0,
"Washington, D.C.",2014-06-02,50,0,
"Washington, D.C.",2014-06-03,39,0,
"Washington, D.C.",2014-06-04,62,0,
"Washington, D.C.",2014-06-05,65,0,
"Washington, D.C.",2014-06-06,65,0,
"Washington, D.C.",2014-06-07,61,1,
"Washington, D.C.",2014-06-08,57,0,
"Washington, D.C.",2014-06-09,69,0,
"Washington, D.C.",2014-06-10,68,0,
"Washington, D.C.",2014-06-11,66,0,
"Washington, D.C.",2014-06-12,53,0,
"Washington, D.C.",2014-06-13,47,0,
"Washington, D.C.",2014-06-14,57,0,
"Washington, D.C.",2014-06-15,50,0,
"Washington, D.C.",2014-06-16,55,0,
"Washington, D.C.",2014-06-17,63,0,
"Washington, D.C.",2014-06-18,55,0,
"Washington, D.C.",2014-06-19,50,0,
"Washington, D.C.",2014-06-20,70,1,
"Washington, D.C.",2014-06-21,63,0,
"Washington, D.C.",2014-06-22,50,0,
"Washington, D.C.",2014-06-23,47,0,
"Washington, D.C.",2014-06-24,55,1,
"Washington, D.C.",2014-06-25,43,0,
"Washington, D.C.",2014-06-26,60,0,
"Washington, D.C.",2014-06-27,75,1,
"Washington, D.C.",2014-06-28,48,0,
"Washington, D.C.",2014-06-29,48,0,
"Washington, D.C.",2014-06-30,71,0,
"Washington, D.C.",2014-07-01,59,0,
"Washington, D.C.",2014-07-02,60,0,
"Washington, D.C.",2014-07-03,58,0,
"Washington, D.C.",2014-07-04,45,0,
"Washington, D.C.",2014-07-05,56,1,
"Washington, D.C.",2014-07-06,39,0,
"Washington, D.C.",2014-07-07,41,0,
"Washington, D.C.",2014-07-08,56,0,
"Washington, D.C.",2014-07-09,54,0,
"Washington, D.C.",2014-07-10,61,0,
"Washington, D.C.",2014-07-11,59,0,
"Washington, D.C.",2014-07-12,45,0,
"Washington, D.C.",2014-07-13,45,0,
"Washington, D.C.",2014-07-14,58,2,
"Washington, D.C.",2014-07-15,50,0,
"Washington, D.C.",2014-07-16,63,0,
"Washington, D.C.",2014-07-17,60,2,
"Washington, D.C.",2014-07-18,53,0,
"Washington, D.C.",2014-07-19,55,0,
"Washington, D.C.",2014-07-20,48,0,
"Washington, D.C.",2014-07-21,50,0,
"Washington, D.C.",2014-07-22,51,1,
"Washington, D.C.",2014-07-23,48,0,
"Washington, D.C.",2014-07-24,54,0,
"Washington, D.C.",2014-07-25,64,0,
"Washington, D.C.",2014-07-26,55,1,
"Washington, D.C.",2014-07-27,45,0,
"Washington, D.C.",2014-07-28,57,0,
"Washington, D.C.",2014-07-29,55,0,
"Washington, D.C.",2014-07-30,56,0,
"Washington, D.C.",2014-07-31,61,1,
"Washington, D.C.",2014-08-01,54,0,
"Washington, D.C.",2014-08-02,51,1,
"Washington, D.C.",2014-08-03,51,0,
"Washington, D.C.",2014-08-04,60,0,
"Washington, D.C.",2014-08-05,51,0,
"Washington, D.C.",2014-08-06,46,0,
"Washington, D.C.",2014-08-07,66,1,
"Washington, D.C.",2014-08-08,70,0,
"Washington, D.C.",2014-08-09,39,0,
"Washington, D.C.",2014-08-10,50,0,
"Washington, D.C.",2014-08-11,53,1,
"Washington, D.C.",2014-08-12,36,0,
"Washington, D.C.",2014-08-13,54,1,
"Washington, D.C.",2014-08-14,45,0,
"Washington, D.C.",2014-08-15,45,1,
"Washington, D.C.",2014-08-16,53,2,
"Washington, D.C.",2014-08-17,44,0,
"Washington, D.C.",2014-08-18,39,0,
"Washington, D.C.",2014-08-19,59,1,
"Washington, D.C.",2014-08-20,54,0,
"Washington, D.C.",2014-08-21,49,0,
"Washington, D.C.",2014-08-22,57,0,
"Washington, D.C.",2014-08-23,56,0,
"Washington, D.C.",2014-08-24,54,0,
"Washington, D.C.",2014-08-25,57,0,
"Washington, D.C.",2014-08-26,57,0,
"Washington, D.C.",2014-08-27,58,0,
"Washington, D.C.",2014-08-28,61,0,
"Washington, D.C.",2014-08-29,73,0,
"Washington, D.C.",2014-08-30,59,0,
"Washington, D.C.",2014-08-31,39,0,
"Washington, D.C.",2014-09-01,37,0,
"Washington, D.C.",2014-09-02,52,2,
"Washington, D.C.",2014-09-03,50,0,
"Washington, D.C.",2014-09-04,53,0,
"Washington, D.C.",2014-09-05,52,0,
"Washington, D.C.",2014-09-06,69,0,
"Washington, D.C.",2014-09-07,38,0,
"Washington, D.C.",2014-09-08,50,0,
"Washington, D.C.",2014-09-09,67,1,
"Washington, D.C.",2014-09-10,64,0,
"Washington, D.C.",2014-09-11,73,0,
"Washington, D.C.",2014-09-12,81,0,
"Washington, D.C.",2014-09-13,67,0,
"Washington, D.C.",2014-09-14,48,0,
"Washington, D.C.",2014-09-15,50,0,
"Washington, D.C.",2014-09-16,66,2,
"Washington, D.C.",2014-09-17,45,0,
"Washington, D.C.",2014-09-18,54,0,
"Washington, D.C.",2014-09-19,67,0,
"Washington, D.C.",2014-09-20,58,3,
"Washington, D.C.",2014-09-21,53,1,
"Washington, D.C.",2014-09-22,62,0,
"Washington, D.C.",2014-09-23,55,0,
"Washington, D.C.",2014-09-24,64,0,
"Washington, D.C.",2014-09-25,64,0,
"Washington, D.C.",2014-09-26,78,0,
"Washington, D.C.",2014-09-27,59,1,
"Washington, D.C.",2014-09-28,69,0,
"Washington, D.C.",2014-09-29,38,0,
"Washington, D.C.",2014-09-30,70,0,
"Washington, D.C.",2014-10-01,54,0,
"Washington, D.C.",2014-10-02,70,1,
"Washington, D.C.",2014-10-03,66,0,
"Washington, D.C.",2014-10-04,61,0,
"Washington, D.C.",2014-10-05,49,0,
"Washington, D.C.",2014-10-06,66,0,
"Washington, D.C.",2014-10-07,63,1,
"Washington, D.C.",2014-10-08,59,0,
"Washington, D.C.",2014-10-09,47,0,
"Washington, D.C.",2014-10-10,69,0,
"Washington, D.C.",2014-10-11,59,1,
"Washington, D.C.",2014-10-12,48,0,
"Washington, D.C.",2014-10-13,24,0,
"Washington, D.C.",2014-10-14,70,1,
"Washington, D.C.",2014-10-15,68,0,
"Washington, D.C.",2014-10-16,60,0,
"Washington, D.C.",2014-10-17,82,0,
"Washington, D.C.",2014-10-18,90,0,
"Washington, D.C.",2014-10-19,55,1,
"Washington, D.C.",2014-10-20,48,0,
"Washington, D.C.",2014-10-21,72,2,
"Washington, D.C.",2014-10-22,62,0,
"Washington, D.C.",2014-10-23,52,0,
"Washington, D.C.",2014-10-24,70,0,
"Washington, D.C.",2014-10-25,68,0,
"Washington, D.C.",2014-10-26,51,0,
"Washington, D.C.",2014-10-27,45,0,
"Washington, D.C.",2014-10-28,46,0,
"Washington, D.C.",2014-10-29,51,0,
"Washington, D.C.",2014-10-30,44,0,
"Washington, D.C.",2014-10-31,70,0,
"Washington, D.C.",2014-11-01,67,0,
"Washington, D.C.",2014-11-02,40,0,
"Washington, D.C.",2014-11-03,57,0,
"Washington, D.C.",2014-11-04,63,1,
"Washington, D.C.",2014-11-05,52,1,
"Washington, D.C.",2014-11-06,73,0,
"Washington, D.C.",2014-11-07,69,0,
"Washington, D.C.",2014-11-08,61,0,
"Washington, D.C.",2014-11-09,40,0,
"Washington, D.C.",2014-11-10,52,0,
"Washington, D.C.",2014-11-11,35,0,
"Washington, D.C.",2014-11-12,56,0,
"Washington, D.C.",2014-11-13,67,0,
"Washington, D.C.",2014-11-14,61,0,
"Washington, D.C.",2014-11-15,46,0,
"Washington, D.C.",2014-11-16,63,2,
"Washington, D.C.",2014-11-17,69,0,
"Washington, D.C.",2014-11-18,58,0,
"Washington, D.C.",2014-11-19,73,0,
"Washington, D.C.",2014-11-20,55,0,
"Washington, D.C.",2014-11-21,67,1,
"Washington, D.C.",2014-11-22,47,0,
"Washington, D.C.",2014-11-23,37,0,
"Washington, D.C.",2014-11-24,62,0,
"Washington, D.C.",2014-11-25,40,0,
"Washington, D.C.",2014-11-26,57,0,
"Washington, D.C.",2014-11-27,19,1,
"Washington, D.C.",2014-11-28,33,0,
"Washington, D.C.",2014-11-29,39,0,
"Washington, D.C.",2014-11-30,34,0,
"Washington, D.C.",2014-12-01,63,0,
"Washington, D.C.",2014-12-02,57,0,
"Washington, D.C.",2014-12-03,60,0,
"Washington, D.C.",2014-12-04,54,0,
"Washington, D.C.",2014-12-05,66,0,
"Washington, D.C.",2014-12-06,69,0,
"Washington, D.C.",2014-12-07,39,0,
"Washington, D.C.",2014-12-08,56,0,
"Washington, D.C.",2014-12-09,60,0,
"Washington, D.C.",2014-12-10,56,0,
"Washington, D.C.",2014-12-11,65,0,
"Washington, D.C.",2014-12-12,58,0,
"Washington, D.C.",2014-12-13,72,0,
"Washington, D.C.",2014-12-14,43,0,
"Washington, D.C.",2014-12-15,63,0,
"Washington, D.C.",2014-12-16,54,0,
"Washington, D.C.",2014-12-17,52,0,
"Washington, D.C.",2014-12-18,59,0,
"Washington, D.C.",2014-12-19,51,0,
"Washington, D.C.",2014-12-20,48,1,
"Washington, D.C.",2014-12-21,42,0,
"Washington, D.C.",2014-12-22,50,0,
"Washington, D.C.",2014-12-23,39,0,
"Washington, D.C.",2014-12-24,39,0,
"Washington, D.C.",2014-12-25,21,0,
"Washington, D.C.",2014-12-26,35,0,
"Washington, D.C.",2014-12-27,34,0,
"Washington, D.C.",2014-12-28,34,0,
"Washington, D.C.",2014-12-29,40,0,
"Washington, D.C.",2014-12-30,41,1,
"Washington, D.C.",2014-12-31,4,0,
"Washington, D.C.",2015-01-01,46,0,
"Washington, D.C.",2015-01-02,22,0,
"Washington, D.C.",2015-01-03,39,0,
"Washington, D.C.",2015-01-04,29,0,
"Washington, D.C.",2015-01-05,36,0,
"Washington, D.C.",2015-01-06,92,1,
"Washington, D.C.",2015-01-07,45,0,
"Washington, D.C.",2015-01-08,59,0,
"Washington, D.C.",2015-01-09,47,0,
"Washington, D.C.",2015-01-10,42,0,
"Washington, D.C.",2015-01-11,31,0,
"Washington, D.C.",2015-01-12,69,0,
"Washington, D.C.",2015-01-13,53,0,
"Washington, D.C.",2015-01-14,34,0,
"Washington, D.C.",2015-01-15,58,0,
"Washington, D.C.",2015-01-16,72,2,
"Washington, D.C.",2015-01-17,49,0,
"Washington, D.C.",2015-01-18,42,1,
"Washington, D.C.",2015-01-19,31,0,
"Washington, D.C.",2015-01-20,55,0,
"Washington, D.C.",2015-01-21,47,0,
"Washington, D.C.",2015-01-22,61,0,
"Washington, D.C.",2015-01-23,69,1,
"Washington, D.C.",2015-01-24,54,0,
"Washington, D.C.",2015-01-25,34,0,
"Washington, D.C.",2015-01-26,42,0,
"Washington, D.C.",2015-01-27,49,0,
"Washington, D.C.",2015-01-28,54,0,
"Washington, D.C.",2015-01-29,50,0,
"Washington, D.C.",2015-01-30,61,1,
"Washington, D.C.",2015-01-31,66,1,
"Washington, D.C.",2015-02-01,51,0,
"Washington, D.C.",2015-02-02,42,0,
"Washington, D.C.",2015-02-03,51,0,
"Washington, D.C.",2015-02-04,62,0,
"Washington, D.C.",2015-02-05,42,0,
"Washington, D.C.",2015-02-06,57,0,
"Washington, D.C.",2015-02-07,53,0,
"Washington, D.C.",2015-02-08,48,0,
"Washington, D.C.",2015-02-09,49,0,
"Washington, D.C.",2015-02-10,51,0,
"Washington, D.C.",2015-02-11,47,0,
"Washington, D.C.",2015-02-12,55,0,
"Washington, D.C.",2015-02-13,72,0,
"Washington, D.C.",2015-02-14,49,0,
"Washington, D.C.",2015-02-15,52,0,
"Washington, D.C.",2015-02-16,51,0,
"Washington, D.C.",2015-02-17,27,2,
"Washington, D.C.",2015-02-18,58,0,
"Washington, D.C.",2015-02-19,62,0,
"Washington, D.C.",2015-02-20,53,0,
"Washington, D.C.",2015-02-21,55,0,
"Washington, D.C.",2015-02-22,48,0,
"Washington, D.C.",2015-02-23,51,1,
"Washington, D.C.",2015-02-24,46,0,
"Washington, D.C.",2015-02-25,47,0,
"Washington, D.C.",2015-02-26,60,0,
"Washington, D.C.",2015-02-27,56,0,
"Washington, D.C.",2015-02-28,65,0,
"Washington, D.C.",2015-03-01,49,0,
"Washington, D.C.",2015-03-02,61,0,
"Washington, D.C.",2015-03-03,63,0,
"Washington, D.C.",2015-03-04,67,0,
"Washington, D.C.",2015-03-05,43,0,
"Washington, D.C.",2015-03-06,44,0,
"Washington, D.C.",2015-03-07,57,0,
"Washington, D.C.",2015-03-08,55,0,
"Washington, D.C.",2015-03-09,58,0,
"Washington, D.C.",2015-03-10,65,0,
"Washington, D.C.",2015-03-11,53,0,
"Washington, D.C.",2015-03-12,77,0,
"Washington, D.C.",2015-03-13,57,0,
"Washington, D.C.",2015-03-14,68,1,
"Washington, D.C.",2015-03-15,43,0,
"Washington, D.C.",2015-03-16,41,0,
"Washington, D.C.",2015-03-17,53,0,
"Washington, D.C.",2015-03-18,52,0,
"Washington, D.C.",2015-03-19,56,0,
"Washington, D.C.",2015-03-20,61,0,
"Washington, D.C.",2015-03-21,45,0,
"Washington, D.C.",2015-03-22,52,0,
"Washington, D.C.",2015-03-23,58,0,
"Washington, D.C.",2015-03-24,50,0,
"Washington, D.C.",2015-03-25,54,0,
"Washington, D.C.",2015-03-26,62,0,
"Washington, D.C.",2015-03-27,67,0,
"Washington, D.C.",2015-03-28,60,0,
"Washington, D.C.",2015-03-29,39,0,
"Washington, D.C.",2015-03-30,41,0,
"Washington, D.C.",2015-03-31,70,0,
"Washington, D.C.",2015-04-01,59,0,
"Washington, D.C.",2015-04-02,72,0,
"Washington, D.C.",2015-04-03,71,0,
"Washington, D.C.",2015-04-04,69,0,
"Washington, D.C.",2015-04-05,48,0,
"Washington, D.C.",2015-04-06,71,0,
"Washington, D.C.",2015-04-07,56,0,
"Washington, D.C.",2015-04-08,74,1,
"Washington, D.C.",2015-04-09,56,0,
"Washington, D.C.",2015-04-10,65,0,
"Washington, D.C.",2015-04-11,85,0,
"Washington, D.C.",2015-04-12,65,0,
"Washington, D.C.",2015-04-13,51,0,
"Washington, D.C.",2015-04-14,57,0,
"Washington, D.C.",2015-04-15,59,0,
"Washington, D.C.",2015-04-16,61,0,
"Washington, D.C.",2015-04-17,61,1,
"Washington, D.C.",2015-04-18,58,0,
"Washington, D.C.",2015-04-19,51,0,
"Washington, D.C.",2015-04-20,43,0,
"Washington, D.C.",2015-04-21,58,2,
"Washington, D.C.",2015-04-22,49,0,
"Washington, D.C.",2015-04-23,68,0,
"Washington, D.C.",2015-04-24,78,0,
"Washington, D.C.",2015-04-25,56,0,
"Washington, D.C.",2015-04-26,61,0,
"Washington, D.C.",2015-04-27,45,0,
"Washington, D.C.",2015-04-28,69,0,
"Washington, D.C.",2015-04-29,75,1,
"Washington, D.C.",2015-04-30,75,0,
"Washington, D.C.",2015-05-01,60,0,
"Washington, D.C.",2015-05-02,59,0,
"Washington, D.C.",2015-05-03,53,0,
"Washington, D.C.",2015-05-04,69,0,
"Washington, D.C.",2015-05-05,83,0,
"Washington, D.C.",2015-05-06,57,0,
"Washington, D.C.",2015-05-07,68,1,
"Washington, D.C.",2015-05-08,89,1,
"Washington, D.C.",2015-05-09,70,0,
"Washington, D.C.",2015-05-10,62,0,
"Washington, D.C.",2015-05-11,80,0,
"Washington, D.C.",2015-05-12,83,0,
"Washington, D.C.",2015-05-13,73,0,
"Washington, D.C.",2015-05-14,77,0,
"Washington, D.C.",2015-05-15,62,0,
"Washington, D.C.",2015-05-16,53,0,
"Washington, D.C.",2015-05-17,45,0,
"Washington, D.C.",2015-05-18,47,0,
"Washington, D.C.",2015-05-19,54,0,
"Washington, D.C.",2015-05-20,49,0,
"Washington, D.C.",2015-05-21,60,0,
"Washington, D.C.",2015-05-22,65,0,
"Washington, D.C.",2015-05-23,49,0,
"Washington, D.C.",2015-05-24,58,1,
"Washington, D.C.",2015-05-25,31,0,
"Washington, D.C.",2015-05-26,50,0,
"Washington, D.C.",2015-05-27,44,1,
"Washington, D.C.",2015-05-28,41,0,
"Washington, D.C.",2015-05-29,53,0,
"Washington, D.C.",2015-05-30,58,0,
"Washington, D.C.",2015-05-31,35,0,
"Washington, D.C.",2015-06-01,54,1,
"Washington, D.C.",2015-06-02,41,0,
"Washington, D.C.",2015-06-03,42,0,
"Washington, D.C.",2015-06-04,54,0,
"Washington, D.C.",2015-06-05,59,0,
"Washington, D.C.",2015-06-06,52,0,
"Washington, D.C.",2015-06-07,42,1,
"Washington, D.C.",2015-06-08,64,0,
"Washington, D.C.",2015-06-09,56,0,
"Washington, D.C.",2015-06-10,53,0,
"Washington, D.C.",2015-06-11,41,0,
"Washington, D.C.",2015-06-12,55,0,
"Washington, D.C.",2015-06-13,59,2,
"Washington, D.C.",2015-06-14,36,0,
"Washington, D.C.",2015-06-15,39,1,
"Washington, D.C.",2015-06-16,54,0,
"Washington, D.C.",2015-06-17,48,0,
"Washington, D.C.",2015-06-18,53,0,
"Washington, D.C.",2015-06-19,63,0,
"Washington, D.C.",2015-06-20,75,0,
"Washington, D.C.",2015-06-21,43,0,
"Washington, D.C.",2015-06-22,81,0,
"Washington, D.C.",2015-06-23,74,0,
"Washington, D.C.",2015-06-24,64,1,
"Washington, D.C.",2015-06-25,53,0,
"Washington, D.C.",2015-06-26,61,1,
"Washington, D.C.",2015-06-27,73,1,
"Washington, D.C.",2015-06-28,44,0,
"Washington, D.C.",2015-06-29,64,0,
"Washington, D.C.",2015-06-30,61,0,
"Washington, D.C.",2015-07-01,69,0,
"Washington, D.C.",2015-07-02,55,2,
"Washington, D.C.",2015-07-03,43,0,
"Washington, D.C.",2015-07-04,42,0,
"Washington, D.C.",2015-07-05,63,1,
"Washington, D.C.",2015-07-06,52,0,
"Washington, D.C.",2015-07-07,46,0,
"Washington, D.C.",2015-07-08,45,0,
"Washington, D.C.",2015-07-09,51,0,
"Washington, D.C.",2015-07-10,71,0,
"Washington, D.C.",2015-07-11,50,0,
"Washington, D.C.",2015-07-12,41,0,
"Washington, D.C.",2015-07-13,51,0,
"Washington, D.C.",2015-07-14,65,1,
"Washington, D.C.",2015-07-15,75,2,
"Washington, D.C.",2015-07-16,50,1,
"Washington, D.C.",2015-07-17,70,1,
"Washington, D.C.",2015-07-18,63,0,
"Washington, D.C.",2015-07-19,52,0,
"Washington, D.C.",2015-07-20,54,1,
"Washington, D.C.",2015-07-21,61,1,
"Washington, D.C.",2015-07-22,85,0,
"Washington, D.C.",2015-07-23,76,0,
"Washington, D.C.",2015-07-24,59,1,
"Washington, D.C.",2015-07-25,63,2,
"Washington, D.C.",2015-07-26,66,0,
"Washington, D.C.",2015-07-27,69,1,
"Washington, D.C.",2015-07-28,80,2,
"Washington, D.C.",2015-07-29,57,0,
"Washington, D.C.",2015-07-30,80,0,
"Washington, D.C.",2015-07-31,71,1,
"Washington, D.C.",2015-08-01,45,0,
"Washington, D.C.",2015-08-02,61,0,
"Washington, D.C.",2015-08-03,52,0,
"Washington, D.C.",2015-08-04,61,1,
"Washington, D.C.",2015-08-05,60,0,
"Washington, D.C.",2015-08-06,64,0,
"Washington, D.C.",2015-08-07,63,0,
"Washington, D.C.",2015-08-08,58,0,
"Washington, D.C.",2015-08-09,55,1,
"Washington, D.C.",2015-08-10,45,0,
"Washington, D.C.",2015-08-11,53,0,
"Washington, D.C.",2015-08-12,65,0,
"Washington, D.C.",2015-08-13,54,0,
"Washington, D.C.",2015-08-14,67,0,
"Washington, D.C.",2015-08-15,61,0,
